"PlayerID","PLAYER","AGE","AVG. SALARY","H","RBI","HR","AVG","OPS","WAR","Predicted_Salary","Model_Error","Model_Difference"
437,"Willson Contreras",30.5,17500000,101,55,22,0.243,0.815,3.72,6232736.94932168,0.643843602895904,0.949512319184944
27,"Andrew Benintendi",28.4,1.5e+07,140,51,5,0.304,0.772,2.52,4054336.69870521,0.729710886752986,1.14888946011315
244,"Jose Abreu",35.8,19500000,183,75,15,0.304,0.824,4.19,3891657.81371444,0.800427804424901,1.33452210275874
336,"Mitch Haniger",31.9,14500000,55,34,11,0.246,0.737,1.02,3119863.0107162,0.784837033743711,1.29173955352122
38,"Anthony Rizzo",33.2,2e+07,104,75,32,0.224,0.818,2.32,6603391.64098036,0.669830417950982,1.00713537129478
249,"Josh Bell",30.2,16500000,147,71,17,0.266,0.784,3.5,5112907.3631875,0.690126826473485,1.05373075870466
95,"Christian Vazquez",32.2,1e+07,109,52,9,0.274,0.714,2.31,3336416.57077357,0.666358342922643,0.999306431958568
261,"Justin Turner",38,10850000,130,81,13,0.278,0.788,1.97,4085190.17638823,0.623484776369748,0.905888675499637
222,"Joc Pederson",30.5,19650000,104,70,23,0.274,0.874,1.41,5961484.68356503,0.696616555543764,1.06893571267416
100,"Cody Bellinger",27.3,17500000,106,68,19,0.21,0.654,1.13,4515995.10352203,0.741943136941598,1.17950652109301
209,"Jean Segura",32.8,8500000,98,33,10,0.277,0.723,1.86,3149528.71083391,0.629467210490129,0.918573003591163
57,"Brandon Drury",30.2,8500000,136,87,28,0.263,0.812,2.28,5959547.30130595,0.298876788081653,0.351387584376809
354,"Omar Narvaez",30.8,7500000,54,23,4,0.206,0.597,0.21,2299103.83496631,0.693452822004492,1.0615044503305
17,"Aledmys Diaz",32.3,7250000,74,38,12,0.243,0.69,1.15,3027536.17760174,0.582408803089415,0.821687951164881
425,"Trey Mancini",30.8,7e+06,124,63,18,0.239,0.71,1.87,4611391.64182363,0.341229765453768,0.411424992258935
311,"Matt Carpenter",37,6e+06,39,37,15,0.305,1.139,2.36,8721379.50946949,-0.453563251578248,0.369718002000963
321,"Michael Brantley",35.6,1.2e+07,70,26,5,0.288,0.786,1.3,2886524.48488881,0.759456292925933,1.22439264105765
228,"Joey Gallo",29.1,1.1e+07,56,47,19,0.16,0.637,0.04,3783109.16527888,0.656080984974647,0.976369822347176
183,"J.D. Martinez",35.3,1e+07,146,62,16,0.274,0.789,0.84,5132192.40886775,0.486780759113225,0.643371093838277
185,"Jace Peterson",32.5,4750000,68,34,8,0.236,0.698,2.39,3504439.29234386,0.262223306874977,0.301791718018066
56,"Brandon Belt",34.7,9300000,54,23,8,0.213,0.676,0.35,2719642.44612261,0.707565328373913,1.09493399381446
271,"Kevin Kiermaier",32.6,9e+06,47,22,7,0.228,0.65,1.1,2439360.9177312,0.728959898029867,1.14702895195827
9,"Adam Frazier",31,8e+06,129,42,3,0.238,0.612,0.69,3421148.74160919,0.572356407298851,0.801819740199911
258,"Jurickson Profar",30,7750000,140,58,15,0.243,0.722,3.14,4837916.00263728,0.375752773853254,0.462679286508206
434,"Wil Myers",32,7500000,68,41,7,0.261,0.713,0.9,2759739.32011768,0.632034757317642,0.92405090070611
6,"Adam Duvall",34.3,7e+06,61,36,12,0.213,0.68,-0.17,2783489.03134565,0.602358709807765,0.861964674390686
1,"A.J. Pollock",35.1,7e+06,120,56,14,0.245,0.681,0.86,3589189.86983453,0.487258590023638,0.644206057704538
80,"Carlos Santana",36.6,6725000,87,60,19,0.202,0.692,0.73,3896351.7867164,0.420616834689011,0.532634314366887
128,"David Peralta",35.4,6500000,110,59,12,0.251,0.731,0.94,3843817.91759857,0.408643397292527,0.513578661875379
427,"Tucker Barnhart",31.9,3250000,62,16,1,0.221,0.554,-0.08,1788917.54601205,0.449563831996293,0.579919175357135
411,"Tommy Pham",34.8,6e+06,131,63,17,0.236,0.686,0.64,4235919.64509841,0.294013392483598,0.344684291410267
335,"Mike Zunino",31.7,6e+06,17,16,5,0.148,0.499,-0.8,1471611.64008894,0.75473139331851,1.21215838778718
31,"Andrew McCutchen",36.2,5e+06,122,69,17,0.237,0.7,1.1,4006296.2177643,0.198740756447141,0.220668687373549
44,"Austin Hedges",30.3,5e+06,48,30,7,0.163,0.489,-0.36,1880559.31774913,0.623888136450174,0.906740437279262
213,"Jeimer Candelario",29,5e+06,93,50,13,0.217,0.633,0.29,3429750.47951883,0.314049904096234,0.372549466154732
155,"Evan Longoria",37.2,4e+06,65,42,14,0.244,0.766,0.73,3238331.7202371,0.190417069940724,0.210454096109856
65,"Brian Anderson",29.6,3500000,75,28,8,0.222,0.657,0.54,3169087.78672097,0.0945463466511507,0.0992376240534476
111,"Curt Casali",34.1,3250000,30,17,5,0.203,0.649,1.14,2537220.30594776,0.219316828939151,0.246328861308317
149,"Elvis Andrus",34.4,3e+06,133,58,17,0.249,0.709,1.26,4215004.14158477,-0.405001380528255,0.336799291515831
217,"Jesús Aguilar",32.5,3e+06,109,51,16,0.235,0.661,-0.67,3466616.72815558,-0.155538909385194,0.144315566476652
104,"Corey Dickerson",33.6,2250000,75,36,6,0.267,0.699,-0.02,2372183.8013042,-0.0543039116907571,0.0528684304028446
136,"Donovan Solano",35.2,2e+06,79,24,4,0.284,0.724,0.94,2456767.95344263,-0.228383976721313,0.204977220359788
366,"Robbie Grossman",33.4,2e+06,86,45,7,0.209,0.621,0.08,2952344.90613774,-0.47617245306887,0.384603626842485
251,"Josh Harrison",35.5,2e+06,99,27,7,0.256,0.687,1.73,3014162.61520656,-0.507081307603279,0.404519236025926
135,"Dominic Smith",27.5,2e+06,26,17,0,0.194,0.56,-0.37,1716519.03972978,0.141740480135112,0.152551867615797
240,"Jordan Luplow",29.2,1400000,36,28,11,0.176,0.635,0.19,2918040.72370288,-1.08431480264492,0.703115519670738
64,"Brett Phillips",28.6,1200000,29,15,5,0.144,0.466,0.23,1905381.48673802,-0.587817905615014,0.454296188568426
291,"Luke Maile",31.8,1175000,40,17,3,0.221,0.627,0.6,2141618.46240996,-0.822654010561668,0.582893976720846
157,"Franchy Cordero",28.5,1e+06,53,29,8,0.219,0.697,-0.19,3009443.44609778,-2.00944344609778,1.00235530098497
147,"Edwin Rios",28.8,1e+06,21,17,7,0.244,0.793,0.08,2844771.9950683,-1.8447719950683,0.959626213171858
342,"Nelson Cruz",42.5,1e+06,105,64,10,0.234,0.65,0.14,2629681.70469749,-1.62968170469749,0.897974994660483
8,"Adam Engel",31,1e+06,55,17,2,0.224,0.579,0.15,1894819.89544432,-0.894819895444323,0.618221463001917
122,"Danny Mendick",29.2,1e+06,28,15,3,0.289,0.786,0.52,2287098.01147388,-1.28709801147388,0.7831211646146
447,"Yu-Cheng Chang",27.4,850000,35,15,4,0.208,0.604,-0.25,2019273.48137983,-1.37561586044686,0.815031044595671
81,"Carson Kelly",29.1,720000,67,35,7,0.211,0.616,1.2,2986743.67502753,-3.14825510420491,1.22303772461995
361,"Raimel Tapia",29.3,720000,109,52,7,0.265,0.672,0.19,3175364.59885177,-3.41022860951634,1.26065970799012
2,"Aaron Hicks",33.6,720000,83,40,8,0.216,0.642,2.1,3329438.57617658,-3.62422024468969,1.28879029874821
125,"Darin Ruf",36.8,720000,68,45,11,0.204,0.645,-0.52,2540581.03812101,-2.52858477516807,1.11672184609781
46,"Austin Wynns",32.3,720000,42,21,3,0.259,0.67,0.55,1916428.91487838,-1.66170682621997,0.90761325528367
410,"Tommy La Stella",33.9,720000,43,14,2,0.239,0.634,-0.73,1580132.4869694,-1.19462845412416,0.747898211813606
152,"Eric Hosmer",33.2,720000,102,44,8,0.268,0.716,1.07,3237800.86517413,-3.49694564607518,1.27232316680155
400,"Stone Garrett",27,720000,21,10,4,0.276,0.848,0.56,3150717.39085229,-3.37599637618374,1.25595187940966
