"Player","AvgSalary","LinearPredictedSalary","Linear_Model_Error","Linear_Model_Difference","ExpPredictedSalary","Exp_Model_Error","Exp_Model_Difference"
"Heath Hembree",2125000,751421.82,-0.646389731764706,0.955060325609685,1479166.63841798,-0.303921581920952,0.449053304415569
"Hunter Strickland",1825000,3129326.69,0.714699556164383,0.526540444994353,2362304.3190399,0.294413325501316,0.216903063790451
"Ian Kennedy",4750000,9940784.03,1.09279663789474,0.706672158463418,13697813.7668195,1.88375026669885,1.21815333321179
"Jack Flaherty",1.4e+07,12597767.93,-0.100159433571428,0.105439830416627,5999631.47816382,-0.57145489441687,0.601581947995903
"Jackson Stephens",740000,2336978.9,2.1580795945946,1.03801745276836,1311291.87977429,0.772016053749038,0.371332984944608
"Jacob deGrom",3.7e+07,28360106.27,-0.233510641351351,0.264378203251658,16760862.927269,-0.547003704668407,0.619311632974524
"Jake Brentz",950000,3207472.35,2.37628668421053,1.08598309739811,1500852.19988124,0.579844420927621,0.264993800803625
"Jake Diekman",720000,2803781.05,2.89414034722222,1.18269609855584,3534397.01114301,3.90888473769863,1.59737337320831
"Jake Odorizzi",7833333,12382988.28,0.580807081736472,0.450097247366263,9870127.99094639,0.260016392887471,0.201500061533093
"James Paxton",7e+06,13763736.38,0.966248054285714,0.651495112075777,12498951.7280508,0.785564532578686,0.529668805981133
"Jameson Taillon",1.7e+07,10364415.09,-0.390328524117647,0.484979115261623,6573968.71305222,-0.613295958055752,0.762013823621456
"Jason Adam",9e+05,6601317.29,6.33479698888889,1.52008429175511,4252114.3784506,3.72457153161177,0.893740192251112
"Jesse Chavez",1250000,183567.469999996,-0.853146024000003,1.48780235645275,2850608.44804192,1.28048675843354,2.23304236673552
"Jeurys Familia",1500000,2389828.92,0.593219279999999,0.457515709971121,2381193.48442332,0.58746232294888,0.45307570206626
"Jimmy Nelson",1200000,7878704.33,5.56558694166667,1.47129019455577,3794972.35423964,2.16247696186636,0.571661386892999
"Joe Kelly",8e+06,4197891.52,-0.47526356,0.623404212730693,4481781.79312252,-0.439777275859685,0.576856779076763
"Joe Ross",1750000,7350944.74,3.20053985142857,1.23084908215804,3755714.51236881,1.14612257849647,0.440770616604978
"John Brebbia",5500000,6551042.16,0.191098574545454,0.174431745577761,3963364.02551004,-0.279388358998174,0.255021259421095
"John Curtiss",770000,5863517.34,6.61495758441559,1.53569127174393,2131219.02460785,1.76781691507513,0.410406411814052
"Johnny Cueto",8500000,10800762.96,0.270677995294118,0.238411607330574,4919614.05851303,-0.421221875469055,0.371009783282367
"Jon Gray",1.4e+07,17098151.94,0.221296567142857,0.199249906938361,16235284.5286758,0.159663180619701,0.143756743679722
"Jonathan Holder",750000,5818000.85,6.75733446666667,1.54324001039068,2613201.17084785,2.48426822779713,0.567357164957689
"Jordan Hicks",1.1e+07,7703280.71,-0.299701753636363,0.352528451143585,4321126.78901342,-0.607170291907871,0.714192693201211
"Jordan Lyles",8500000,3403577.47,-0.59957912117647,0.856284178910796,7066022.19503877,-0.168703271171909,0.240932242189411
"José Ureña",3250000,4036038.3,0.241857938461538,0.215765623960555,3210390.21813528,-0.0121876251891434,0.010872789912377
"Josh Hader",1.9e+07,15082398.49,-0.206189553157895,0.229890012649752,8433629.40731378,-0.556124768036117,0.620048533015449
"Josh Staumont",950000,5894276.4,5.20450147368421,1.4447915633565,2035445.43319973,1.14257414021024,0.317183401067709
"Justin Verlander",43333333,33814989.34,-0.219654086151185,0.246754391315258,36856918.4040703,-0.14945572259419,0.167895150522846
"Justin Wilson",1e+06,5507866.05,4.50786605,1.38535919927239,2910400.03857447,1.91040003857447,0.587104904709729
"Ken Giles",3500000,11465812.78,2.27594650857143,1.06453460257706,9040332.03292756,1.58295200940787,0.740398415291088
"Kendall Graveman",8e+06,3727839.02,-0.5340201225,0.728550412861994,2790031.73141527,-0.651246033573091,0.888478816890296
"Kenley Jansen",1.6e+07,11293939.63,-0.294128773125,0.344842879686548,5738453.21934844,-0.641346673790723,0.751928590724414
"Kenta Maeda",1.2e+07,13174498.42,0.0978748683333332,0.0933085855698251,11863548.5501714,-0.0113709541523849,0.0108404503281157
"Kevin Gausman",2.2e+07,14780107,-0.328176954545455,0.392597715933779,16192064.8317753,-0.263997053101121,0.315819373131495
"Keynan Middleton",8e+05,2556177.71,2.1952221375,1.04653439820384,1677032.58139893,1.09629072674866,0.522637748761479
"Kirby Yates",4500000,6351683.97,0.411485326666667,0.34127126722803,3898562.49450151,-0.133652778999665,0.110846852370783
"Kodai Senga",1.5e+07,10867056.79,-0.275529547333333,0.319552645169725,3921018.89426834,-0.738598740382111,0.856609330986176
"Kolby Allard",1e+06,936175.030000004,-0.0638249699999965,0.0659289258574896,1894045.76200169,0.894045762001692,0.923517500379798
"Kyle Gibson",1.3e+07,12459912.71,-0.0415451761538459,0.0424264840301565,17272304.1595447,0.328638781503442,0.335610275511015
"Lance Lynn",1.1e+07,18694391.67,0.699490151818182,0.518238713593421,18820884.9160968,0.71098953782698,0.526758386096062
"Liam Hendriks",1.8e+07,6226088.58,-0.65410619,0.972002672335643,7476415.02253878,-0.584643609858957,0.868781185432388
"Lucas Giolito",19250000,14727953.92,-0.234911484675325,0.266175302412089,10561191.9296631,-0.451366653004513,0.511437980685618
"Luis Severino",1.3e+07,13513085.29,0.0394680992307693,0.0387043065254667,10156309.0334327,-0.218745458966713,0.214512263319262
"Luke Jackson",5750000,4207207.44,-0.268311749565217,0.309884587480282,1473015.65594506,-0.743823364183468,0.859073062367563
"Luke Weaver",2e+06,5641894.63,1.820947315,0.953139190300508,3377132.1095823,0.688566054791149,0.360416408825123
"Marcus Stroman",18500000,12189047.59,-0.341132562702703,0.411283692756657,13513054.0653478,-0.269564645116335,0.324998416456377
"Mark Melancon",7e+06,1787463.32,-0.744648097142857,1.18635753918572,4887257.36962485,-0.301820375767878,0.480853814903923
"Matt Moore",9e+06,8283961.3,-0.0795598555555553,0.0828558555034484,8087058.13702149,-0.10143798477539,0.105640350279946
"Matt Strahm",7500000,7747814.58,0.0330419440000003,0.0325049309459798,5426432.67454729,-0.276475643393695,0.271982232545316
"Matt Wisler",1150000,3543444.43,2.08125602608696,1.01990956351858,2764279.05959447,1.40372092138649,0.687886725269895
"Max Scherzer",43333333,40843134.21,-0.0574661263651242,0.0591661511236284,73292254.0024997,0.691359720760453,0.711812267620105
"Michael Fulmer",4e+06,10116158.8,1.5290397,0.866547179959466,6123048.82217947,0.530762205544867,0.300796959322882
"Michael Lorenzen",8500000,6011063.56,-0.292816051764706,0.34303983711584,3284989.81684149,-0.613530609783354,0.718763330006186
"Michael Tonkin",1e+06,1593902.36,0.593902360000002,0.457921908826207,1782523.04382662,0.782523043826618,0.603355820861828
"Michael Wacha",1.6e+07,9355146.05,-0.415303371875,0.524142431433559,9265794.2140735,-0.420887861620406,0.531190455195702
"Miguel Castro",3500000,1301246.11,-0.628215397142857,0.915909678289746,1568730.83020824,-0.551791191369073,0.804486637654055
"Mike Clevinger",1.2e+07,14355919.91,0.196326659166667,0.178777285562028,5281660.27353491,-0.559861643872091,0.509816371381217
"Mychal Givens",5e+06,7274493.48,0.454898696,0.370604861814632,3314348.38609475,-0.33713032278105,0.274659254437153
"Nathan Eovaldi",1.7e+07,12578020.79,-0.260116424117647,0.299004402045388,10508356.218962,-0.381861398884589,0.43895051850344
"Nick Anderson",875000,12996519.96,13.8531656685714,1.74768446355608,7165818.53877571,7.18950690145796,0.90701214530433
"Nick Wittgren",1200000,2816539.32,1.3471161,0.804941364298657,2523677.01014431,1.10306417512026,0.659113184105121
"Noah Syndergaard",1.3e+07,12286186.41,-0.0549087376923077,0.0564587778027062,10461551.3999715,-0.19526527692527,0.200777496366524
"Pierce Johnson",5e+06,6666994.57,0.333398914,0.285762466074414,2990549.27945972,-0.401890144108056,0.344467584772396
"Rafael Montero",11500000,3638608.57,-0.683599254782609,1.03858837404368,2793357.267302,-0.757099368060696,1.15025666889252
"Raisel Iglesias",14500000,10100380.65,-0.303422024137931,0.357687095382404,6340482.61020652,-0.562725337227137,0.663365132912566
"Reynaldo López",1e+07,6984967.05,-0.301503295,0.355023703151665,4411850.38563623,-0.558814961436377,0.658011239929225
"Rich Hill",8e+06,14359014.71,0.79487683875,0.568809922304488,11155446.1102121,0.394430763776511,0.282252697727403
"Robbie Ray",8e+06,17563621.51,1.19545268875,0.748221178776168,10002777.7261335,0.25034721576669,0.156689671324548
"Robert Stephenson",1.1e+07,2968092.67,-0.730173393636364,1.15003637500924,2261811.85543814,-0.794380740414714,1.25116411395656
"Robert Suarez",9200000,8441338.84,-0.0824631695652174,0.0860094765914037,4639955.84503076,-0.495656973366222,0.516972571790276
"Ross Stripling",12500000,6942669.44,-0.4445864448,0.571663328140192,4765459.6489676,-0.618763228082592,0.795625351230823
"Ryan Tepera",7e+06,4381437.23,-0.374080395714286,0.460146239369103,4341829.15686187,-0.379738691876876,0.467106357381919
"Ryan Yarbrough",3e+06,6180309.94,1.06010331333333,0.692854590048841,3237296.9601122,0.0790989867040675,0.0516969387010048
"Ryne Stanek",1100000,4108866.82,2.73533347272727,1.15528652352836,2640211.58303482,1.40019234821347,0.591380673094199
"Sam Clay",575000,192408.869999999,-0.665375878260871,0.997098534970026,1052096.21476524,0.829732547417801,1.24339510114142
"Scott McGough",3125000,2812610.31,-0.0999647007999995,0.105224045934398,2337223.91280451,-0.252088347902555,0.265351225852168
"Sean Doolittle",1500000,10300513.75,5.86700916666667,1.49154756080005,8686855.35186451,4.791236901243,1.2180580446109
"Sean Manaea",1.4e+07,10726640.05,-0.233811425,0.264763829083199,11814757.5043023,-0.156088749692693,0.176752077215416
"Seth Lugo",1.5e+07,8601410.64,-0.426572624,0.542220925486173,3912009.75600479,-0.739199349599681,0.939604027329039
"Shelby Miller",1500000,7076771.08,3.71784738666667,1.30043603309044,5161432.49376216,2.44095499584144,0.853802079969274
"Shintaro Fujinami",3250000,3743454.73,0.151832224615384,0.141119017438753,1365764.28683316,-0.579764834820568,0.538856912902858
"Shohei Ohtani",7e+07,18561088.03,-0.734841599571429,1.16165944014995,10397315.9700459,-0.851466914713629,1.34602420443985
"Sonny Gray",2.5e+07,19469695.41,-0.2212121836,0.248722395735429,24626615.132288,-0.0149353947084802,0.016792778285054
"Steven Matz",1.1e+07,8414540.12,-0.235041807272727,0.266342634336888,6976323.45273144,-0.365788777024414,0.41450135026619
"Taijuan Walker",1.8e+07,10356619.65,-0.424632241666667,0.539089668962005,7961310.63575623,-0.557704964680209,0.70803145707417
"Taylor Clarke",975000,516355.549999998,-0.470404564102566,0.615070564494165,1660506.94123837,0.703084042295762,0.919307191686609
"Taylor Rogers",1.1e+07,6927184.08,-0.370255992727273,0.454373191218997,5596649.69544093,-0.491213664050825,0.602810824103399
"Tim Hill",1800000,218497.45,-0.878612527777778,1.56700970813711,2620052.84924134,0.455584916245187,0.812537909563707
"Tommy Kahnle",5750000,6852469.61,0.191733845217392,0.17496088371841,4680201.31034642,-0.18605194602671,0.169776039579528
"Trevor Gott",1500000,2504109.72,0.669406479999999,0.501539563206574,2382273.5600677,0.588182373378463,0.440684008063443
"Trevor May",7e+06,5556960.67,-0.206148475714286,0.22983895035167,4168828.4247381,-0.404453082180271,0.450932618117677
"Trevor Rosenthal",4500000,10164931.15,1.25887358888889,0.772582031522187,5027717.00350365,0.117270445223033,0.0719699258190717
"Trevor Williams",6500000,4563098.38,-0.297984864615384,0.350155363980411,4065972.7693962,-0.3744657277852,0.440026319390608
"Tyler Anderson",1.3e+07,13004414.17,0.000339551538461676,0.000339493900623548,6395585.98793748,-0.508031847081732,0.507945610225029
"Tyler Chatwood",3e+06,8292780.46,1.76426015333333,0.937374188535318,4029754.52033764,0.343251506779214,0.182373955463868
"Tyler Mahle",1.1e+07,12258772.51,0.114433864545455,0.108240665706567,6579101.09324237,-0.40189990061433,0.380148944219381
"Wade Miley",8500000,8233526.82,-0.0313497858823527,0.0318490157952247,11727973.6576682,0.379761606784498,0.385809123490947
"Wandy Peralta",4125000,379471.1,-0.908007006060606,1.66302716427685,1698866.21130463,-0.588153645744332,1.07721139056498
"Will Smith",5e+06,3629605.6,-0.27407888,0.317603020003602,4379163.6735106,-0.124167265297881,0.143885214519979
"Yusei Kikuchi",1.2e+07,4249194.46,-0.645900461666667,0.953992588257819,4373857.62328601,-0.635511864726166,0.9386486690755
"Zach Davies",5e+06,8013514.44,0.602702887999999,0.46313614264526,5679696.09576946,0.135939219153892,0.104460036357321
"Zach Eflin",13333333,8957070.64,-0.328219685205492,0.39265887066727,9076739.1261507,-0.319244548519811,0.381921650464047
"Zach Plesac",1e+06,5052165.49,4.05216549,1.33907953994166,4509973.37989892,3.50997337989892,1.15990661051766
"Zack Greinke",8500000,25418023.16,1.99035566588235,0.997583089096517,38617852.1325549,3.54327672147705,1.77592025280962
